"date","tm","opp","location","quarter","time","down","togo","team_score","opponent_score","yds","epb","epa","exp_pts_diff","pyds","field_goal_good","field_goal_no_good","interception","fumble","pass","complete","incomplete","sack","rush","direction"
"2011-01-02","Texans","Jaguars",6,1,13M 2S,1,6,0,0,4,5.83,5.72,-0.11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2011-01-02","Seahawks","Rams",7,1,12M 12S,1,7,0,0,3,5.6,5.34,-0.26,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2011-01-02","Texans","Jaguars",2,1,12M 29S,2,2,6,0,2,5.72,7,1.28,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2011-01-02","Seahawks","Rams",4,1,11M 43S,2,4,6,0,4,5.34,7,1.66,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2011-01-02","Ravens","Bengals",9,1,11M 45S,1,9,0,0,3,5.14,4.95,-0.19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Ravens","Bengals",6,1,11M 4S,2,6,0,0,-1,4.95,3.81,-1.14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Ravens","Bengals",7,1,10M 23S,3,7,0,0,0,3.81,2.97,-0.84,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2011-01-02","Ravens","Bengals",7,1,10M 13S,4,7,3,0,NA,2.97,3,0.03,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2011-01-02","Falcons","Panthers",9,1,10M 57S,1,9,0,0,3,5.14,4.95,-0.19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Falcons","Panthers",6,1,10M 11S,2,6,6,0,6,4.95,7,2.05,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2011-01-02","Giants","Redskins",6,1,6M 40S,1,6,0,0,0,5.83,4.95,-0.88,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Giants","Redskins",6,1,6M 4S,2,6,0,0,0,4.95,4.04,-0.91,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2011-01-02","Giants","Redskins",6,1,5M 58S,3,6,0,0,4,4.04,3.25,-0.79,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Giants","Redskins",2,1,5M 8S,4,2,3,0,NA,3.25,3,-0.25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2011-01-02","Lions","Vikings",8,1,4M 28S,1,8,0,0,7,5.37,-0.28,-5.65,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2011-01-02","Steelers","Browns",1,1,7M 0S,1,1,13,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2011-01-02","Saints","Buccaneers",6,1,5M 27S,1,6,0,3,2,5.83,5.34,-0.49,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2011-01-02","Saints","Buccaneers",4,1,4M 49S,2,4,0,3,0,5.34,4.49,-0.85,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2011-01-02","Titans","Colts",9,1,3M 20S,1,9,0,3,1,5.14,4.57,-0.57,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2011-01-02","Saints","Buccaneers",4,1,4M 45S,3,4,6,3,4,4.49,7,2.51,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2011-01-02","Titans","Colts",8,1,2M 43S,2,8,0,3,0,4.57,3.58,-0.99,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2011-01-02","Titans","Colts",8,1,2M 37S,3,8,0,3,0,3.58,2.95,-0.63,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2011-01-02","Titans","Colts",8,1,2M 32S,4,8,3,3,NA,2.95,3,0.05,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2011-01-02","Patriots","Dolphins",1,1,4M 15S,1,1,13,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Eagles","Cowboys",6,1,29S,1,6,0,0,2,5.83,5.34,-0.49,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2011-01-02","Browns","Steelers",5,1,33S,1,5,0,14,3,6.06,5.72,-0.34,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2011-01-02","Rams","Seahawks",9,3,9M 8S,3,9,3,7,0,3.36,2.83,-0.53,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2011-01-02","Rams","Seahawks",9,3,9M 2S,4,9,6,7,NA,2.83,3,0.17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2011-01-02","Ravens","Bengals",7,3,5M 52S,2,7,12,0,7,4.76,7,2.24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2011-01-02","Packers","Bears",1,3,4M 35S,1,1,0,3,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2011-01-02","49ers","Cardinals",6,3,9M 14S,1,6,17,7,0,5.83,4.95,-0.88,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2011-01-02","Packers","Bears",1,3,3M 53S,2,1,0,3,0,5.91,4.72,-1.19,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"2011-01-02","49ers","Cardinals",6,3,9M 7S,2,6,23,7,6,4.95,7,2.05,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2011-01-02","Texans","Jaguars",5,3,4M 38S,1,5,20,17,0,6.06,5.15,-0.91,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2011-01-02","Packers","Bears",3,3,3M 9S,3,3,0,3,-2,4.72,3.01,-1.71,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
"2011-01-02","Texans","Jaguars",5,3,4M 0S,2,5,20,17,0,5.15,4.26,-0.89,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"right"
"2011-01-02","Packers","Bears",5,3,2M 43S,4,5,3,3,NA,3.01,3,-0.01,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2011-01-02","Texans","Jaguars",5,3,3M 52S,3,5,26,17,5,4.26,7,2.74,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2011-01-02","Chiefs","Raiders",8,3,8M 52S,1,8,3,10,3,5.37,5.15,-0.22,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2011-01-02","Chiefs","Raiders",5,3,8M 11S,2,5,3,10,0,5.15,4.26,-0.89,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA
"2011-01-02","Chiefs","Raiders",5,3,8M 5S,3,5,9,10,5,4.26,7,2.74,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-28","Eagles","Vikings",3,1,8M 27S,1,3,0,0,NA,6.51,5.53,-0.98,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-28","Eagles","Vikings",3,1,7M 47S,2,3,6,0,3,5.53,7,1.47,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-28","Vikings","Eagles",5,3,13M 40S,1,5,7,7,-1,6.06,6.51,0.45,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-28","Vikings","Eagles",3,3,13M 32S,1,3,7,7,1,6.51,5.72,-0.79,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-28","Vikings","Eagles",2,3,12M 50S,2,2,7,7,0,5.72,4.95,-0.77,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-28","Vikings","Eagles",2,3,12M 46S,3,2,7,7,-10,4.95,2.63,-2.32,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
"2010-12-28","Vikings","Eagles",4,3,7M 55S,1,4,10,7,-5,6.28,4.38,-1.9,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2010-12-28","Vikings","Eagles",9,3,7M 12S,2,9,16,7,9,4.38,7,2.62,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-27","Falcons","Saints",1,3,11M 39S,1,1,7,10,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-27","Falcons","Saints",1,3,11M 5S,2,1,7,10,-1,5.91,0.38,-5.53,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Rams","49ers",1,1,11M 26S,1,1,6,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Redskins","Jaguars",7,1,10M 47S,1,7,3,0,4,5.6,5.53,-0.07,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Redskins","Jaguars",3,1,10M 7S,2,3,3,0,2,5.53,5.17,-0.36,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Redskins","Jaguars",1,1,9M 18S,1,1,3,0,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2010-12-26","Redskins","Jaguars",1,1,9M 13S,2,1,9,0,1,5.91,7,1.09,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2010-12-26","Seahawks","Buccaneers",1,1,4M 17S,1,1,0,0,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Texans","Broncos",3,1,2M 48S,1,3,6,0,3,6.51,7,0.49,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-26","Seahawks","Buccaneers",1,1,3M 36S,2,1,0,0,0,5.91,5.17,-0.74,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-26","Colts","Raiders",6,1,6M 4S,1,6,6,7,6,5.83,7,1.17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-26","Seahawks","Buccaneers",1,1,2M 59S,3,1,6,0,1,5.17,7,1.83,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-26","Chiefs","Titans",7,1,2M 40S,1,7,7,0,2,5.6,5.15,-0.45,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-26","Chiefs","Titans",5,1,1M 59S,2,5,13,0,5,5.15,7,1.85,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-26","Packers","Giants",6,1,2M 40S,1,6,7,0,3,5.83,5.53,-0.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-26","Packers","Giants",3,1,1M 58S,2,3,7,0,0,5.53,4.72,-0.81,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-26","Packers","Giants",3,1,1M 53S,3,3,13,0,3,4.72,7,2.28,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-26","Lions","Dolphins",5,3,5M 56S,1,5,16,17,5,6.06,7,0.94,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-26","Packers","Giants",1,3,5M 30S,1,1,24,17,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-26","Packers","Giants",1,3,4M 49S,2,1,30,17,1,5.91,7,1.09,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-26","Dolphins","Lions",1,3,19S,1,1,23,17,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-20","Bears","Vikings",6,3,14M 46S,1,6,17,7,1,5.83,5.15,-0.68,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-20","Bears","Vikings",5,3,14M 19S,2,5,17,7,0,5.15,4.26,-0.89,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"right"
"2010-12-20","Bears","Vikings",5,3,14M 13S,3,5,17,7,0,4.26,3.01,-1.25,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2010-12-20","Bears","Vikings",5,3,14M 10S,4,5,20,7,NA,3.01,3,-0.01,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2010-12-20","Bears","Vikings",9,3,5M 19S,1,9,33,14,9,5.14,7,1.86,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-19","Colts","Jaguars",7,1,11M 28S,1,7,6,0,7,5.6,7,1.4,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2010-12-19","Titans","Texans",3,1,11M 3S,1,3,0,0,0,6.51,5.53,-0.98,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-19","Titans","Texans",3,1,10M 25S,2,3,6,0,3,5.53,7,1.47,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-19","Seahawks","Falcons",1,1,7M 32S,1,1,6,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Cowboys","Redskins",4,1,8M 57S,1,4,3,0,3,6.28,5.91,-0.37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Cowboys","Redskins",1,1,8M 22S,2,1,3,0,0,5.91,5.17,-0.74,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-19","Titans","Texans",2,1,8M 15S,1,2,7,0,-3,6.74,5.15,-1.59,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Cowboys","Redskins",6,1,8M 17S,3,6,3,0,5,4.04,3.55,-0.49,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Cowboys","Redskins",1,1,7M 34S,4,1,3,0,-1,3.55,0.38,-3.17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Titans","Texans",2,1,7M 23S,2,2,7,0,0,5.72,4.95,-0.77,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-19","Titans","Texans",2,1,7M 20S,3,2,7,0,1,4.95,3.55,-1.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Titans","Texans",1,1,6M 45S,4,1,13,0,1,3.55,7,3.45,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2010-12-19","Cowboys","Redskins",3,1,4M 14S,1,3,9,0,3,6.51,7,0.49,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-19","Falcons","Seahawks",7,1,27S,1,7,0,7,0,5.6,4.76,-0.84,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-19","Jaguars","Colts",1,1,1M 43S,1,1,0,7,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Jaguars","Colts",1,1,1M 7S,2,1,0,7,-3,5.91,4.49,-1.42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Raiders","Broncos",2,1,4M 2S,1,2,7,14,1,6.74,5.91,-0.83,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Raiders","Broncos",1,1,3M 25S,2,1,13,14,1,5.91,7,1.09,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-19","Steelers","Jets",4,3,9M 46S,1,4,10,10,2,6.28,5.72,-0.56,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Steelers","Jets",2,3,9M 7S,2,2,16,10,2,5.72,7,1.28,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Cowboys","Redskins",2,3,12M 52S,1,2,20,7,-1,6.74,5.53,-1.21,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Cowboys","Redskins",3,3,12M 11S,2,3,26,7,3,5.53,7,1.47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-19","Falcons","Seahawks",8,3,5M 17S,1,8,24,10,1,5.37,4.76,-0.61,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-19","Falcons","Seahawks",7,3,4M 37S,2,7,24,10,0,4.76,3.81,-0.95,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-19","Cowboys","Redskins",9,3,5M 33S,1,9,27,14,1,5.14,4.57,-0.57,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-19","Falcons","Seahawks",7,3,4M 28S,3,7,24,10,0,3.81,2.97,-0.84,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2010-12-19","Cowboys","Redskins",8,3,4M 55S,2,8,27,14,0,4.57,3.58,-0.99,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"right"
"2010-12-19","Falcons","Seahawks",7,3,4M 25S,4,7,27,10,NA,2.97,3,0.03,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2010-12-19","Cowboys","Redskins",8,3,4M 49S,3,8,27,14,6,3.58,3.25,-0.33,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"left"
"2010-12-19","Cowboys","Redskins",2,3,4M 31S,4,2,30,14,NA,3.25,3,-0.25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2010-12-19","Jaguars","Colts",6,3,3M 59S,1,6,16,24,6,5.83,7,1.17,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-19","Ravens","Saints",5,3,3M 7S,1,5,21,17,0,6.06,5.15,-0.91,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-19","Ravens","Saints",5,3,2M 29S,2,5,21,17,0,5.15,4.26,-0.89,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"right"
"2010-12-19","Ravens","Saints",5,3,2M 25S,3,5,21,17,-10,4.26,2.44,-1.82,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
"2010-12-19","Titans","Texans",7,3,32S,1,7,30,10,7,5.6,7,1.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-13","Vikings","Giants",8,1,6M 13S,2,8,0,0,5,4.57,4.72,0.15,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-13","Vikings","Giants",3,1,5M 33S,3,3,0,0,0,4.72,3.04,-1.68,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-13","Vikings","Giants",3,1,5M 28S,4,3,3,0,NA,3.04,3,-0.04,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2010-12-13","Ravens","Texans",1,1,3M 57S,1,1,0,0,0,6.97,5.91,-1.06,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-13","Ravens","Texans",1,1,3M 21S,2,1,6,0,1,5.91,7,1.09,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-12","Falcons","Panthers",4,1,13M 41S,1,4,6,0,4,6.28,7,0.72,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-12","Eagles","Cowboys",1,1,11M 52S,1,1,6,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-12","Browns","Bills",6,1,12M 12S,1,6,0,0,4,5.83,5.72,-0.11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-12","Browns","Bills",2,1,11M 31S,2,2,0,0,1,5.72,5.17,-0.55,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-12","Browns","Bills",1,1,10M 57S,3,1,0,0,0,5.17,3.55,-1.62,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-12","Browns","Bills",1,1,10M 14S,4,1,3,0,NA,3.55,3,-0.55,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"2010-12-12","Bengals","Steelers",1,1,10M 2S,1,1,6,0,1,6.97,7,0.03,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-12","Saints","Rams",9,1,9M 7S,2,9,0,0,4,4.38,4.26,-0.12,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-12","Saints","Rams",5,1,8M 31S,3,5,6,0,5,4.26,7,2.74,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-12","Falcons","Panthers",9,1,8M 26S,1,9,7,0,8,5.14,5.91,0.77,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-12","Cowboys","Eagles",3,1,7M 2S,1,3,0,7,2,6.51,5.91,-0.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-12","Falcons","Panthers",1,1,7M 46S,2,1,7,0,0,5.91,5.17,-0.74,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-12","Cowboys","Eagles",1,1,6M 19S,2,1,0,7,0,5.91,5.17,-0.74,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"middle"
"2010-12-12","Patriots","Bears",7,1,5M 58S,2,7,0,0,0,4.76,3.81,-0.95,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"middle"
"2010-12-12","Cowboys","Eagles",1,1,5M 37S,3,1,6,7,1,5.17,7,1.83,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
"2010-12-12","Patriots","Bears",7,1,5M 52S,3,7,6,0,7,3.81,7,3.19,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"middle"
"2010-12-12","Falcons","Panthers",1,1,6M 54S,3,1,13,0,1,5.17,7,1.83,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"left"
"2010-12-12","Saints","Rams",3,1,1M 22S,1,3,7,0,0,6.51,5.53,-0.98,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"right"
"2010-12-12","Dolphins","Jets",9,1,3M 33S,1,9,3,0,3,5.14,4.95,-0.19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-12","Saints","Rams",3,1,1M 17S,2,3,7,0,1,5.53,4.95,-0.58,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"right"
"2010-12-12","Dolphins","Jets",6,1,2M 58S,2,6,3,0,0,4.95,4.04,-0.91,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"left"
"2010-12-12","Dolphins","Jets",6,1,2M 52S,3,6,9,0,6,4.04,7,2.96,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"right"
